oneid	user_upload_tag_no_weight	upload_crowd	enlarged_crowd	icrowd_crowd
423136058055759612	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:2	UxbhJ	NULL	NULL
331933764601097724	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:7	UxbhJ	NULL	NULL
332219639771729148	trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220444867531885	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220445403934573	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220527277239001	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:15	UxbhJ	NULL	NULL
309415766464260220	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
309701650497040254	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:11	UxbhJ	NULL	NULL
309701651836974846	trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryys4:1	UxbhJ	NULL	NULL
131448899217916399	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220582307164877	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220584990623950	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:3	UxbhJ	NULL	NULL
80220585796136526	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:2	UxbhJ	NULL	NULL
80220455068015848	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220455605435368	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:5	UxbhJ	NULL	NULL
80220456947707112	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:6	UxbhJ	NULL	NULL
80220457215947368	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:3	UxbhJ	NULL	NULL
463949929409531260	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220642703823299	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
81064862012145772	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:4	UxbhJ	NULL	NULL
359518312318864508	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
361493036008089980	trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryys4:11	UxbhJ	NULL	NULL
80220486205787495	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220538013761883	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220538550632027	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:10	UxbhJ	NULL	NULL
80220538551293915	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:3	UxbhJ	NULL	NULL
80220540967119444	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:6	UxbhJ	NULL	NULL
80220542040491220	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220462046796009	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:16	UxbhJ	NULL	NULL
336160289178266038	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:5	UxbhJ	NULL	NULL
337281789158516662	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220613712783887	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220441914433703	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:2	UxbhJ	NULL	NULL
80220444061491623	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220484058668204	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:4	UxbhJ	NULL	NULL
80220623645387277	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:3	UxbhJ	NULL	NULL
80220401917052721	trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryys4:2	UxbhJ	NULL	NULL
80220403259600446	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:5	UxbhJ	NULL	NULL
80220405407199934	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220503924080809	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220506876144662	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
85568591830717592	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
86694470262718751	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220390643988915	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:10	UxbhJ	NULL	NULL
80220391717758515	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220408360032447	trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryys4:6	UxbhJ	NULL	NULL
478586625782498486	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:10	UxbhJ	NULL	NULL
444809630190599734	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
445086705238681014	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
135952488107868199	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:1	UxbhJ	NULL	NULL
136234003886768172	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:9	UxbhJ	NULL	NULL
80220533182243344	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220534255847824	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220534524593040	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:4	UxbhJ	NULL	NULL
80220535867562897	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:6	UxbhJ	NULL	NULL
151715015399833654	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:3	UxbhJ	NULL	NULL
326590138090843446	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220529423823635	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:9	UxbhJ	NULL	NULL
80220532377493136	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
119627091661553922	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:3	UxbhJ	NULL	NULL
119908406113861945	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:6	UxbhJ	NULL	NULL
122160180963049791	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:3	UxbhJ	NULL	NULL
300408567209756470	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
305193641813655350	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:12	UxbhJ	NULL	NULL
80220563247437211	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:5	UxbhJ	NULL	NULL
80220550631644828	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220552510344476	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:10	UxbhJ	NULL	NULL
80220555193743389	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:2	UxbhJ	NULL	NULL
428484080466375606	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:1	UxbhJ	NULL	NULL
431017355795612470	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
354170287761593782	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:5	UxbhJ	NULL	NULL
357270911894062262	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:4	UxbhJ	NULL	NULL
80220381516249269	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220423661693498	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:13	UxbhJ	NULL	NULL
80220424197200571	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220470636485665	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220470637998369	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220470906314913	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:6	UxbhJ	NULL	NULL
265532058376774326	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:4	UxbhJ	NULL	NULL
377251235851833526	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
216806101079844406	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220436814261305	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:11	UxbhJ	NULL	NULL
80220438424662310	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
385699884542770870	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:3	UxbhJ	NULL	NULL
390199084780099638	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:16	UxbhJ	NULL	NULL
290275468048351158	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:2	UxbhJ	NULL	NULL
291964317908468662	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:5	UxbhJ	NULL	NULL
224436724396231605	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
200793122976088574	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:13	UxbhJ	NULL	NULL
200793123781465470	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
373310586177993398	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:3	UxbhJ	NULL	NULL
376411209505314998	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:5	UxbhJ	NULL	NULL
80220509828883478	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
371058786364199734	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:2	UxbhJ	NULL	NULL
230598374939223478	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
230879849916279862	trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryys4:6	UxbhJ	NULL	NULL
80220618276781964	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
238198199309903030	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:3	UxbhJ	NULL	NULL
242420323960671158	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:15	UxbhJ	NULL	NULL
103019871540871345	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
452409452948136886	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:4	UxbhJ	NULL	NULL
80220472515748526	trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220433592525497	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:10	UxbhJ	NULL	NULL
432706205387033654	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:6	UxbhJ	NULL	NULL
434113581610755766	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:2	UxbhJ	NULL	NULL
436928331108263606	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:1	UxbhJ	NULL	NULL
491530076395976630	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220589553473669	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:5	UxbhJ	NULL	NULL
80220589553614213	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:2	UxbhJ	NULL	NULL
80220590359084165	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:3	UxbhJ	NULL	NULL
80220428492208056	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220431445015992	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
200792922991637295	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:10	UxbhJ	NULL	NULL
200792927018229932	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:11	UxbhJ	NULL	NULL
201887927314674102	trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryys4:2	UxbhJ	NULL	NULL
80220499359172392	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:6	UxbhJ	NULL	NULL
80220500433735208	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:3	UxbhJ	NULL	NULL
459446328171467190	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:2	UxbhJ	NULL	NULL
459446329245038518	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:8	UxbhJ	NULL	NULL
460009278124978358	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
460572228883820214	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220596533977475	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220599755181443	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:17	UxbhJ	NULL	NULL
80220575595182470	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220375341967799	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220476006532271	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220477079853615	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:3	UxbhJ	NULL	NULL
80220478421185071	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:4	UxbhJ	NULL	NULL
80220547947394335	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220548752558620	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
145804154973978669	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220516270565012	trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryys4:10	UxbhJ	NULL	NULL
80220518687657621	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:16	UxbhJ	NULL	NULL
85287064509090964	trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryys4:1	UxbhJ	NULL	NULL
85287096452912927	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
85287184499736840	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:12	UxbhJ	NULL	NULL
449876179500025270	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
449876179500474166	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:3	UxbhJ	NULL	NULL
80220391985781683	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:5	UxbhJ	NULL	NULL
80220393328591027	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:9	UxbhJ	NULL	NULL
296467917535450038	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:4	UxbhJ	NULL	NULL
200766526658115873	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:3	UxbhJ	NULL	NULL
200766580882314002	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
170292521702785683	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220383932395701	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220385543243442	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220385810932658	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220386080562226	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220386348950194	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:6	UxbhJ	NULL	NULL
221591175683950774	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
223592300539826997	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
437491281061898166	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
437491281330279094	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:6	UxbhJ	NULL	NULL
439180129848351030	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220594922494594	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
257338497726171702	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
258213708982247350	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:3	UxbhJ	NULL	NULL
260465508795645366	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:8	UxbhJ	NULL	NULL
261309933726102582	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:4	UxbhJ	NULL	NULL
279016468979465142	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
279579418932922550	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220626329513482	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220489964468266	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:5	UxbhJ	NULL	NULL
80220491843183914	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220557609827994	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220558951735066	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:5	UxbhJ	NULL	NULL
80220450773128101	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:6	UxbhJ	NULL	NULL
343197163058358454	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:11	UxbhJ	NULL	NULL
346007513436873654	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
182958747478393396	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:2	UxbhJ	NULL	NULL
183240314796900654	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:4	UxbhJ	NULL	NULL
186055186702140034	trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryys4:1	UxbhJ	NULL	NULL
249738673355375158	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
255117498738692021	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
