oneid	user_upload_tag_no_weight	upload_crowd	enlarged_crowd	icrowd_crowd
80220634382870777	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220419365762511	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220462315667281	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
111745657290621137	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:4	UxbhJ	NULL	NULL
80220571032021355	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220571837530347	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:13	UxbhJ	NULL	NULL
80220513587047141	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220514929131494	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:16	UxbhJ	NULL	NULL
80220494527748953	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220494528673241	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220497481327450	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
398929207911696580	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:11	UxbhJ	NULL	NULL
171981291569283670	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:3	UxbhJ	NULL	NULL
174233131648287320	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:2	UxbhJ	NULL	NULL
175640442107330889	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220371584443588	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:9	UxbhJ	NULL	NULL
191403061741093590	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
191684713348334207	trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryys4:8	UxbhJ	NULL	NULL
332782588920745668	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220397085846338	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:12	UxbhJ	NULL	NULL
80220399233986883	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:3	UxbhJ	NULL	NULL
80220520834374631	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:2	UxbhJ	NULL	NULL
312516392210694980	trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryys4:5	UxbhJ	NULL	NULL
313642291309237060	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
233694599682468420	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:1	UxbhJ	NULL	NULL
236258670464593222	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:8	UxbhJ	NULL	NULL
414410332166854340	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:1	UxbhJ	NULL	NULL
419472482358066116	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220578279654004	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:15	UxbhJ	NULL	NULL
306605418234825668	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:5	UxbhJ	NULL	NULL
90634993235132751	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:13	UxbhJ	NULL	NULL
80220445135856853	trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryys4:4	UxbhJ	NULL	NULL
80220446208878294	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:2	UxbhJ	NULL	NULL
80220446477481174	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:1	UxbhJ	NULL	NULL
465067042622811974	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:4	UxbhJ	NULL	NULL
465629987207218885	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:2	UxbhJ	NULL	NULL
467046152811191748	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:14	UxbhJ	NULL	NULL
80220527545581281	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:5	UxbhJ	NULL	NULL
80220528619840481	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220583380153590	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:15	UxbhJ	NULL	NULL
80220584184863094	trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220584721756662	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220641094176763	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220641361507323	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:3	UxbhJ	NULL	NULL
360925687202441028	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:3	UxbhJ	NULL	NULL
80220484595883615	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:2	UxbhJ	NULL	NULL
80220487280837727	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
159033610412753021	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220539356099683	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:3	UxbhJ	NULL	NULL
80220459631475537	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220432250490975	trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220432251546079	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:3	UxbhJ	NULL	NULL
80220432518624607	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:11	UxbhJ	NULL	NULL
80220433325391582	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:7	UxbhJ	NULL	NULL
122160270083620943	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
124130518416490589	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:15	UxbhJ	NULL	NULL
124693496018764227	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:8	UxbhJ	NULL	NULL
125256585290187234	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:2	UxbhJ	NULL	NULL
80220425540721372	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220427418395740	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220562442653180	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220617740113771	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220620423449835	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220406481082329	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220409433700568	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:5	UxbhJ	NULL	NULL
201606452337628753	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
239042624240324689	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:3	UxbhJ	NULL	NULL
80220509022800881	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:15	UxbhJ	NULL	NULL
80220510366202224	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220379905358291	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:3	UxbhJ	NULL	NULL
213428401359680337	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:6	UxbhJ	NULL	NULL
213709876336024017	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
218494950940476881	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:5	UxbhJ	NULL	NULL
148900367369765321	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
157063183570305267	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:8	UxbhJ	NULL	NULL
157344607275843911	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:2	UxbhJ	NULL	NULL
80220440303309505	trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryys4:9	UxbhJ	NULL	NULL
80220442719920704	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:5	UxbhJ	NULL	NULL
80220444062665280	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:4	UxbhJ	NULL	NULL
200793255314739383	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:3	UxbhJ	NULL	NULL
80220552509653115	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:2	UxbhJ	NULL	NULL
102738562188836988	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
105553148210315478	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:1	UxbhJ	NULL	NULL
424261955009206353	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:13	UxbhJ	NULL	NULL
298724116201068241	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
427076708534256081	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
427639656075652433	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
137078593367834768	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:2	UxbhJ	NULL	NULL
137078599541850131	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:1	UxbhJ	NULL	NULL
137359999893504736	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
137641433531155062	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
139330284733596022	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
388233158259646161	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:4	UxbhJ	NULL	NULL
80220610491420777	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220610760412649	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:8	UxbhJ	NULL	NULL
356417709667396565	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:2	UxbhJ	NULL	NULL
356703562551599569	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:3	UxbhJ	NULL	NULL
393295309524323409	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220389569809493	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:3	UxbhJ	NULL	NULL
80220391718025300	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
321805064023622225	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:8	UxbhJ	NULL	NULL
324052465253199441	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:3	UxbhJ	NULL	NULL
324338338813401169	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
431861782064265169	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
432987679824719313	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220368900542161	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220466878873543	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:4	UxbhJ	NULL	NULL
80220469831753670	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:2	UxbhJ	NULL	NULL
80220470101057606	trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryys4:2	UxbhJ	NULL	NULL
80220427687305564	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:4	UxbhJ	NULL	NULL
80220428492605151	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:6	UxbhJ	NULL	NULL
443965204720865361	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
224968875404639825	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:1	UxbhJ	NULL	NULL
226376250288223185	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:13	UxbhJ	NULL	NULL
476334825969160401	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
200766804220605193	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
200792869573123676	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
200792875478657887	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:3	UxbhJ	NULL	NULL
200792953593310065	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
200793027949869280	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:9	UxbhJ	NULL	NULL
80220530767506932	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:2	UxbhJ	NULL	NULL
80220626061403245	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
232880992216686422	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:10	UxbhJ	NULL	NULL
381759235942086097	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:2	UxbhJ	NULL	NULL
383162210362375121	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:3	UxbhJ	NULL	NULL
80220481106382155	trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryys4:6	UxbhJ	NULL	NULL
80220603244119527	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:3	UxbhJ	NULL	NULL
80220604587130470	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:7	UxbhJ	NULL	NULL
365152209899651921	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:1	UxbhJ	NULL	NULL
369374335892660561	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
371058786363818065	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:6	UxbhJ	NULL	NULL
80220543115375609	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220544188723449	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220546335256824	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
454379779667803601	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:1	UxbhJ	NULL	NULL
454942728812425425	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220587138408035	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:10	UxbhJ	NULL	NULL
80220587942963170	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220589554957922	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220500164665039	trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220411581462747	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:2	UxbhJ	NULL	NULL
80220412654593243	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220613982015848	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:13	UxbhJ	NULL	NULL
80220615592995048	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
80220615593172968	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220573447323006	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:2	UxbhJ	NULL	NULL
80220575864465633	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:2	UxbhJ	NULL	NULL
211176601545861585	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220477348712008	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220479763319880	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220595727884133	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:2	UxbhJ	NULL	NULL
80220376953858899	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
461135179373684689	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:8	UxbhJ	NULL	NULL
461979603498708945	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:5	UxbhJ	NULL	NULL
80220517077178611	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:13	UxbhJ	NULL	NULL
450720605772527569	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:2	UxbhJ	NULL	NULL
82472196630380887	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:6	UxbhJ	NULL	NULL
83035279190918004	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:6	UxbhJ	NULL	NULL
142426345463349456	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220393595781716	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:12	UxbhJ	NULL	NULL
80220394937722967	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
196821377733398993	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:6	UxbhJ	NULL	NULL
198228752617114193	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:10	UxbhJ	NULL	NULL
200766588398027383	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:9	UxbhJ	NULL	NULL
200766595109390070	trmzgxxryyh3:腾讯视频,trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryys4:8	UxbhJ	NULL	NULL
165788843423825986	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:6	UxbhJ	NULL	NULL
167196246493102152	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:4	UxbhJ	NULL	NULL
80220605124113638	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:7	UxbhJ	NULL	NULL
80220383664682706	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220385274028626	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:1	UxbhJ	NULL	NULL
80220385812067285	trmzgxxryyh3:爱奇艺,trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryys4:1	UxbhJ	NULL	NULL
293376091915466449	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:8	UxbhJ	NULL	NULL
296190840605759953	trmzgxxryyh1:106617,trmzgxxryyn2:2083,trmzgxxryyh3:腾讯视频,trmzgxxryys4:5	UxbhJ	NULL	NULL
297312342465738449	trmzgxxryyh1:106617,trmzgxxryyn2:1118,trmzgxxryyh3:爱奇艺,trmzgxxryys4:2	UxbhJ	NULL	NULL
